strain,lcl_NC_009641.1_prot_WP_000977774.1_49,lcl_NC_009641.1_prot_WP_000667269.1_90,lcl_NC_009641.1_prot_227,lcl_NC_009641.1_prot_WP_000142049.1_249,lcl_NC_009641.1_prot_WP_000208414.1_250,lcl_NC_009641.1_prot_WP_000337827.1_288,lcl_NC_009641.1_prot_WP_000392183.1_289,lcl_NC_009641.1_prot_WP_000066021.1_298,lcl_NC_009641.1_prot_WP_000291089.1_299,lcl_NC_009641.1_prot_WP_000815401.1_300,lcl_NC_009641.1_prot_WP_000134097.1_301,lcl_NC_009641.1_prot_WP_000704705.1_302,lcl_NC_009641.1_prot_WP_001199439.1_303,lcl_NC_009641.1_prot_WP_000371250.1_304,lcl_NC_009641.1_prot_WP_000190223.1_305,lcl_NC_009641.1_prot_WP_000803062.1_306,lcl_NC_009641.1_prot_WP_000256597.1_307,lcl_NC_009641.1_prot_WP_001123684.1_308,lcl_NC_009641.1_prot_WP_000401950.1_309,lcl_NC_009641.1_prot_WP_001187264.1_310,lcl_NC_009641.1_prot_WP_000117792.1_311,lcl_NC_009641.1_prot_WP_000022735.1_312,lcl_NC_009641.1_prot_WP_012068339.1_313,lcl_NC_009641.1_prot_WP_000695747.1_314,lcl_NC_009641.1_prot_WP_000983954.1_315,lcl_NC_009641.1_prot_WP_000982708.1_316,lcl_NC_009641.1_prot_WP_001105621.1_317,lcl_NC_009641.1_prot_WP_001065083.1_318,lcl_NC_009641.1_prot_WP_000185669.1_319,lcl_NC_009641.1_prot_WP_000195799.1_320,lcl_NC_009641.1_prot_WP_031765538.1_324,lcl_NC_009641.1_prot_WP_000595257.1_325,lcl_NC_009641.1_prot_WP_000323259.1_344,lcl_NC_009641.1_prot_WP_000634521.1_345,lcl_NC_009641.1_prot_WP_000705895.1_346,lcl_NC_009641.1_prot_WP_000782200.1_347,lcl_NC_009641.1_prot_WP_000466778.1_348,lcl_NC_009641.1_prot_WP_000524021.1_349,lcl_NC_009641.1_prot_WP_000276627.1_350,lcl_NC_009641.1_prot_WP_000398878.1_351,lcl_NC_009641.1_prot_WP_000339146.1_352,lcl_NC_009641.1_prot_WP_000930256.1_353,lcl_NC_009641.1_prot_354,lcl_NC_009641.1_prot_WP_000028628.1_448,lcl_NC_009641.1_prot_WP_014373780.1_470,lcl_NC_009641.1_prot_WP_000882085.1_631,lcl_NC_009641.1_prot_WP_000395457.1_1100,lcl_NC_009641.1_prot_WP_000291474.1_1103,lcl_NC_009641.1_prot_WP_000195823.1_1124,lcl_NC_009641.1_prot_WP_001125015.1_1125,lcl_NC_009641.1_prot_WP_000990005.1_1127,lcl_NC_009641.1_prot_WP_000162700.1_1128,lcl_NC_009641.1_prot_WP_001003272.1_1129,lcl_NC_009641.1_prot_WP_000169946.1_1130,lcl_NC_009641.1_prot_WP_000921879.1_1131,lcl_NC_009641.1_prot_WP_001133041.1_1132,lcl_NC_009641.1_prot_WP_000072207.1_1133,lcl_NC_009641.1_prot_WP_000354307.1_1134,lcl_NC_009641.1_prot_WP_000438504.1_1135,lcl_NC_009641.1_prot_WP_001114085.1_1136,lcl_NC_009641.1_prot_WP_000208960.1_1137,lcl_NC_009641.1_prot_WP_001268314.1_1138,lcl_NC_009641.1_prot_WP_001017815.1_1139,lcl_NC_009641.1_prot_WP_000188650.1_1140,lcl_NC_009641.1_prot_WP_000002578.1_1141,lcl_NC_009641.1_prot_WP_001100161.1_1142,lcl_NC_009641.1_prot_WP_000105584.1_1143,lcl_NC_009641.1_prot_WP_000141464.1_1144,lcl_NC_009641.1_prot_WP_000350684.1_1145,lcl_NC_009641.1_prot_WP_000156406.1_1146,lcl_NC_009641.1_prot_1228,lcl_NC_009641.1_prot_WP_001265708.1_1383,lcl_NC_009641.1_prot_1747,lcl_NC_009641.1_prot_WP_001038688.1_1875,lcl_NC_009641.1_prot_WP_000416756.1_1891,lcl_NC_009641.1_prot_WP_001808146.1_1935,lcl_NC_009641.1_prot_WP_001148638.1_2014,lcl_NC_009641.1_prot_WP_000672038.1_2898
GCA_004026165.1_Saureus_PCFH-226,,2,,,2,,,,1,,,,,,,1,,,,,,,1,,,,1,1,,,1,,,,,,1,,,,,,1,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_001717645.3_Saureus_5118.N,2,2,2,1,1,,,1,,1,1,1,1,,,1,,1,,1,,,2,,,,,1,,1,1,1,1,,1,1,1,1,1,1,,,,2,,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,2,2,1,2
GCA_003031485.1_Saureus_CC5,2,2,,2,1,,,1,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,8,1,1
GCA_900607285.1_Saureus_BPH3244,,2,1,1,,,,1,,,,,,,,,,1,1,1,,,2,,,,2,2,,1,1,1,1,1,1,1,,,1,1,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,1
GCA_005954685.1_Saureus_D592,1,2,,2,1,1,1,2,1,1,,,,,,1,1,1,1,1,,1,2,,,,,2,,1,,1,1,,1,1,1,1,1,1,,,,2,,1,,1,,,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,6,,1
GCA_002000625.1_Saureus_USA300-SUR12,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_001640885.1_Saureus_ZJ5499,2,2,,2,1,,,1,,,,,,,,,,,1,,,2,2,,,,,2,1,1,,,,,,,1,,,,1,1,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,7,,1
GCA_003354865.1_Saureus_45,2,2,3,2,2,,,1,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,1,,,,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,2
GCA_001019125.2_Saureus_FDAARGOS_43,1,2,1,,1,,,2,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,1,,,,1,1,,2,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,1
GCA_000025145.2_Saureus_04-02981,2,2,,2,1,1,1,2,1,1,,,,,,1,1,1,1,1,,1,2,,,,,2,,1,,1,1,,1,1,1,1,1,1,,,,2,,1,,1,,,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,6,1,1
GCA_000967325.1_Saureus_ST228,2,2,,2,1,,,1,,,,,,,,,,1,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,8,,1
GCA_003347055.1_Saureus_FORC_061,,2,2,1,2,,,1,,,,,,,,,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,7,1,1
GCA_001457495.1_Saureus_NCTC13435,1,2,2,,2,,,1,,,,,,,,,,,1,,,1,2,,,,,1,1,,,,,,,,1,,,,1,1,,3,,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,1
GCA_003193665.1_Saureus_AR_0472,,2,2,1,2,,,,,,,,,,,,,,,,,1,2,,,1,,1,1,1,2,,,,,,1,,,,1,1,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,5,,1
GCA_001956755.1_Saureus_SJTUF_J27,1,2,,,,,,,1,,,,,,,1,,,,,,1,1,,1,,1,2,,,1,,,,,,1,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,1
GCA_003573855.1_Saureus_JMUB1273,2,2,2,,,,,1,,,,,,,1,1,1,,,1,,1,1,,,,,1,,1,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,2
GCA_900620215.1_Saureus_BPH2760,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,1
GCA_000009645.1_Saureus_N315,2,2,,2,1,,,1,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,8,1,1
GCA_003330905.1_Saureus_AR_474,2,2,,2,1,2,1,3,1,1,,,,,,1,1,1,2,1,,2,4,,,,,4,,2,2,2,2,1,2,2,2,1,2,2,,,1,2,,1,,2,,,1,2,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,1,,8,1,1
GCA_008330045.1_Saureus_VGC1,,2,,,,1,1,,1,,,,,1,1,2,1,2,,1,,,2,,,,,2,,,,1,1,1,1,1,,,1,1,1,1,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,2
GCA_003351925.1_Saureus_FORC_062,2,2,,2,1,1,1,,1,1,,,,,,,1,1,1,1,,1,3,,,,1,3,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,,1,1,,,,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,9,,1
GCA_900474735.1_Saureus_NCTC13395,2,2,2,2,1,,,1,2,2,,,,,1,1,,2,1,2,,2,2,,2,2,1,1,1,2,,1,1,1,1,1,,,1,1,,,,2,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,2
GCA_000769575.1_Saureus_Gv69,,2,1,1,,,,2,2,1,,,,,3,2,,3,,2,,2,2,,,,,3,1,1,,1,1,1,1,1,1,,1,1,1,1,,2,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1
GCA_001018915.2_Saureus_NRS133,2,2,2,2,2,,,1,,,,1,1,,,1,1,1,,,,,1,,,,,1,1,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,,2
GCA_002025145.1_Saureus_ATCC6538,2,2,2,,2,,,1,,,,,,,,,,,1,,,,1,,,1,1,1,1,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,8,,2
GCA_003431365.1_Saureus_CFBR-105,2,2,,2,1,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,,2,,,1,,,,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,10,,1
GCA_002633845.1_Saureus_CFSAN007883,,2,,,1,,,1,,,,,,,,,,,1,,,,1,,,,,1,,1,1,1,1,1,1,1,1,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2
GCA_900635305.1_Saureus_NCTC4137,,2,2,,1,,,1,,,,,,,,,,,1,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,4,,2
GCA_900324225.1_Saureus_7_4623,,2,,,2,,,1,,,,,,,,,,,,,,1,2,,,,,1,,1,2,,,,,,1,,,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_001580495.1_Saureus_FORC_012,,2,2,1,2,,,2,,1,,,1,,1,1,1,1,,1,,,2,,,,,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,2,,1,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,,1,,5,1,1
GCA_900637155.1_Saureus_NCTC13811,,2,,,,1,1,2,,,,,,,,,1,1,,,,2,4,,,,,4,,1,1,1,1,,1,1,3,1,1,1,,,,2,,,,1,,,1,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,1,,,,1
GCA_003203595.1_Saureus_AR_0226,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_004136235.1_Saureus_M51,2,2,2,2,2,,,2,1,,,,,,,1,1,1,1,,,,2,,,1,,1,1,1,1,1,1,1,1,1,,,1,1,,,,2,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_003194025.1_Saureus_AR_0215,2,2,,2,1,1,1,2,1,1,,,,,,1,1,1,2,1,,3,4,,,,,3,,3,2,2,2,1,1,1,2,2,2,2,1,1,1,2,,1,1,1,,,1,2,,1,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,,6,,1
GCA_003595465.1_Saureus_USA300-SUR6,2,2,2,2,2,,,1,,,,,1,,,1,,,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_000016805.1_Saureus_JH9,2,2,,2,1,2,1,3,1,1,,,,,,1,1,1,2,1,,2,4,,,,,4,,2,2,2,2,1,2,2,2,1,2,2,,,1,2,,1,,2,,,1,2,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,1,,8,1,1
GCA_002089095.2_Saureus_GD1677,,2,,,2,,,1,,,,,,,,,,,,,,1,1,,1,,1,1,,1,,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_900155335.1_Saureus_NZ15MR0322,,2,,,1,,,1,1,,1,1,1,,,1,1,1,,1,,1,2,,1,1,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,2,1
GCA_003194405.1_Saureus_CHU15-056,2,2,,2,1,,,2,,1,,,,,,,1,1,,1,,,2,,,,,2,1,2,1,1,1,,1,1,,1,1,1,,,,1,,1,,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,,,10,1,1
GCA_000967405.1_Saureus_ST228,2,2,,2,1,,,1,,,,,,,,,,1,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,8,,1
GCA_900474555.1_Saureus_NCTC13137,1,2,,2,1,,,1,,1,,,,,,,1,1,,1,,1,1,,,,,1,1,1,,,,,,,,,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,1,1
GCA_001018735.2_Saureus_NRS137,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,,2
GCA_004797195.1_Saureus_O82,1,2,,,1,,,,1,,,,,,,,,,,,,1,2,,,,1,2,,2,,,,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_007954445.1_Saureus_BSN9S,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_001045795.2_Saureus_CA12,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_004368035.1_Saureus_2288,1,2,1,,,,,2,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,1,1,,2,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,1
GCA_009739775.1_Saureus_P1D8C1,2,2,,2,1,,,1,,,,,,,,,,,1,,,2,2,,,,,2,,1,1,,,,,,1,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,7,1,1
GCA_001018835.2_Saureus_NRS271,,2,,,,,,1,,,,,,,,,,,1,,,1,2,,1,1,1,2,,,2,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_003264775.1_Saureus_CMRSA-3,,2,1,1,,2,2,3,2,,,,,,,,,,3,,,3,3,,,1,1,2,3,3,1,2,2,2,2,2,,,2,2,,,2,2,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,1
GCA_003354785.1_Saureus_85,,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,1
GCA_900324335.1_Saureus_15_LA_305,,2,,,2,,,2,,,1,1,1,,,1,1,1,1,1,,,3,,1,,,2,2,3,3,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_900324385.1_Saureus_20_LA_415,,2,,,2,,,2,1,,,,,,,,,1,,1,1,2,2,,,,,2,,2,2,1,1,,1,1,1,,,,1,1,1,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_000237125.3_Saureus_M013,,2,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,2
GCA_900620255.1_Saureus_BPH2986,2,2,2,2,2,,,,1,,,,,,,,,1,1,,,1,3,,,,,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_003111745.1_Saureus_PTDrAP2,,2,,,2,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,1,,,,,,1,,,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_003955945.1_Saureus_O267,,2,,1,2,,,1,1,1,,,,,,,,3,,1,,,3,,,,,3,,3,,2,,,,,1,,,,1,1,,2,,1,1,,,,2,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,1,1,,2,1
GCA_000756205.1_Saureus_ATCC25923,1,2,,1,,,,,,1,,,1,,,1,1,1,,,1,,1,,,,,1,,,,,,,,,,,,,1,1,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,1
GCA_900620235.1_Saureus_BPH2900,,2,,,,,,1,,,,,,,,,,,1,,,1,2,,1,1,1,2,,,2,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_002356675.1_Saureus_JH4899,2,2,2,2,1,,,1,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,1,,2
GCA_000969225.1_Saureus_FCFHV36,2,2,,2,1,,,2,1,,,,,,,,,,2,,,2,3,,,,,3,,,2,1,1,,1,1,1,1,1,1,1,1,1,2,,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,1,,6,,1
GCA_002000665.1_Saureus_USA300-SUR14,2,2,2,2,2,,,1,,,,,1,,,1,,1,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_001018655.2_Saureus_FDAARGOS_6,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,,2
GCA_001717975.3_Saureus_2148.C01,2,2,3,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2
GCA_008330585.1_Saureus_CFSAN082783,,2,,,1,1,1,2,1,1,,,,,,1,,1,,,1,,2,,,,,1,,1,2,1,1,,1,1,1,,1,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_003354545.1_Saureus_27,,2,1,,1,,,1,1,,,1,1,,,,1,1,,1,,1,2,,,,1,1,1,2,1,,,,,,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,15,,1
GCA_000828035.1_Saureus_DAR4145,1,2,,2,,,,1,2,,2,2,2,,,2,2,2,,1,,,2,,1,1,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,,2,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,,,,3,,2
GCA_007726465.1_Saureus_B2-7A,,2,3,1,2,,,1,,,,,,,,1,1,1,,,1,1,1,,,,,1,,1,,1,,,,,,,,,,,,2,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,2,,1,,1,,1
GCA_004614315.1_Saureus_JK3137,2,2,2,2,2,,,2,1,1,1,,1,,,1,1,1,2,1,,1,4,,,,,3,1,3,2,2,2,2,2,2,3,2,1,2,1,1,,2,,2,,2,,,2,,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,,2,3,2,2,2,1,2
GCA_004614295.1_Saureus_C8879,2,2,2,2,2,,,1,,,,,,,,,,,1,,,1,2,,,,,2,2,2,2,,,,,,1,,,,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,1
GCA_001580515.1_Saureus_UTSWMRSA55,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,1,2
GCA_005707215.1_Saureus_Lr12,2,2,,2,1,,,2,1,1,,,,,,1,1,1,,1,,,2,,,1,,2,1,1,,1,1,1,1,1,1,,1,1,,,,1,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,,2,,1,1,1
GCA_900607245.1_Saureus_JKD6009,,2,1,,,,,1,,,,,,,,,,1,1,1,,,2,,,1,1,1,1,1,,1,1,1,1,1,,,1,1,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,1,1
GCA_000210315.1_Saureus_ED133,,2,,,2,,,1,1,1,,,,,,,,3,1,,,,3,,,,,3,,3,,,,,,,1,,,,1,1,,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,1,1
GCA_005707335.1_Saureus_Lr3,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,2
GCA_007954465.1_Saureus_BSN9R,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_003193725.1_Saureus_AR_0216,1,2,2,2,2,,,1,1,,,,,1,1,1,,1,,,,2,3,,,,,2,1,2,3,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_001456215.1_Saureus_MS4,,2,,,,,,,,,,,,,,2,2,2,,,,,2,,,,,2,,,,,,,,,,,,,2,2,,1,,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,2
GCA_003031285.1_Saureus_TF3198,2,2,2,2,1,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,1,2
GCA_003354885.1_Saureus_164,2,2,2,2,1,,,2,,1,,,1,,,,1,1,,1,,1,2,,1,1,1,2,1,,,,,,,,1,,,,1,1,,2,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,,2
GCA_003595485.1_Saureus_USA300-SUR7,2,2,2,2,2,,,1,,,,,1,,,1,,1,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_009739865.1_Saureus_P1D14C1,2,2,,2,1,,,1,,,,,,,,,,,1,,,2,2,,,,,2,,1,1,,,,,,1,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,7,1,1
GCA_007726495.1_Saureus_B2-15A,2,2,,2,1,,,,,,,,,,1,1,1,1,,1,1,,2,,,,,1,,1,,1,1,1,1,1,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,7,,1
GCA_003957315.1_Saureus_PMB64-1,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,1
GCA_008244705.1_Saureus_NRS384,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_003425835.1_Saureus_28,2,2,2,2,1,,,1,,,,,,,,,,,1,,,1,2,,,,,2,1,1,1,,,,,,1,,,,1,1,,2,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,1,2
GCA_002000745.1_Saureus_USA300-SUR18,2,2,2,2,2,,,1,,,,,1,,,1,,1,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_001717665.2_Saureus_2148.N,,2,2,1,2,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,5,,1
GCA_003030065.1_Saureus_CFSAN018749,1,2,,,,,,1,2,1,,,,,,1,,1,,,,2,2,,,,2,3,,1,2,1,1,,1,1,1,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,1
GCA_003193885.1_Saureus_AR_0467,2,2,,2,1,1,1,2,1,1,,,,,,1,1,1,1,1,,2,4,,,1,,3,,3,1,1,1,,1,1,3,1,1,1,2,1,1,2,,1,,1,,,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,2,,1
GCA_000189455.3_Saureus_O46,1,2,,,1,,,,1,,,,,,,,,1,,1,,1,2,,,,1,2,,2,,,,,,,1,,,,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,1
GCA_000597965.1_Saureus_502A,2,2,,2,1,,,1,1,1,,2,2,,,1,1,2,,1,,,2,,,,,2,1,1,1,1,1,,1,1,1,1,1,1,,,,2,,1,,,,,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,7,,1
GCA_002089035.2_Saureus_293G,,2,,,2,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,1,1,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_003952625.1_Saureus_PMB81-4,1,2,1,,,,,1,1,,,,,,,,,,1,,1,,1,,1,1,1,2,,2,1,1,1,1,1,1,2,1,1,1,2,2,,2,,2,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,2,,,1
GCA_001018775.2_Saureus_NRS149,2,2,,2,1,,,1,1,1,,2,2,,,1,1,2,,1,,,2,,,,,2,1,1,1,1,1,,1,1,1,1,1,1,,,,2,,1,,,,,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,7,,1
GCA_001515765.1_Saureus_HC1335,,2,1,1,,,,2,1,1,,,,,1,1,,2,,1,,3,3,,,,,2,1,1,,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,,2,2,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,2,2,2,1,1
GCA_000245495.1_Saureus_VC40,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,,2
GCA_002214665.1_Saureus_FORC_040,,2,2,1,2,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,7,1,1
GCA_005890035.1_Saureus_D592-HR,1,2,,2,1,1,1,2,1,1,,,,,,1,1,1,1,1,,1,2,,,,,2,,1,,1,1,,1,1,1,1,1,1,,,,2,,1,,1,,,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,6,,1
GCA_001515665.1_Saureus_Gv51,,2,1,1,,,,2,1,1,,,,,2,2,,2,,2,,2,3,,,,,2,1,1,,1,1,1,1,1,1,,1,1,1,1,,2,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,1
GCA_008619795.1_Saureus_KUH140331,2,2,2,,,,,1,,,,,,,1,1,1,,,1,,1,1,,,,,1,,1,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,2
