strain,lcl_NC_009641.1_prot_WP_000977774.1_49,lcl_NC_009641.1_prot_WP_000667269.1_90,lcl_NC_009641.1_prot_227,lcl_NC_009641.1_prot_WP_000142049.1_249,lcl_NC_009641.1_prot_WP_000208414.1_250,lcl_NC_009641.1_prot_WP_000337827.1_288,lcl_NC_009641.1_prot_WP_000392183.1_289,lcl_NC_009641.1_prot_WP_000066021.1_298,lcl_NC_009641.1_prot_WP_000291089.1_299,lcl_NC_009641.1_prot_WP_000815401.1_300,lcl_NC_009641.1_prot_WP_000134097.1_301,lcl_NC_009641.1_prot_WP_000704705.1_302,lcl_NC_009641.1_prot_WP_001199439.1_303,lcl_NC_009641.1_prot_WP_000371250.1_304,lcl_NC_009641.1_prot_WP_000190223.1_305,lcl_NC_009641.1_prot_WP_000803062.1_306,lcl_NC_009641.1_prot_WP_000256597.1_307,lcl_NC_009641.1_prot_WP_001123684.1_308,lcl_NC_009641.1_prot_WP_000401950.1_309,lcl_NC_009641.1_prot_WP_001187264.1_310,lcl_NC_009641.1_prot_WP_000117792.1_311,lcl_NC_009641.1_prot_WP_000022735.1_312,lcl_NC_009641.1_prot_WP_012068339.1_313,lcl_NC_009641.1_prot_WP_000695747.1_314,lcl_NC_009641.1_prot_WP_000983954.1_315,lcl_NC_009641.1_prot_WP_000982708.1_316,lcl_NC_009641.1_prot_WP_001105621.1_317,lcl_NC_009641.1_prot_WP_001065083.1_318,lcl_NC_009641.1_prot_WP_000185669.1_319,lcl_NC_009641.1_prot_WP_000195799.1_320,lcl_NC_009641.1_prot_WP_031765538.1_324,lcl_NC_009641.1_prot_WP_000595257.1_325,lcl_NC_009641.1_prot_WP_000323259.1_344,lcl_NC_009641.1_prot_WP_000634521.1_345,lcl_NC_009641.1_prot_WP_000705895.1_346,lcl_NC_009641.1_prot_WP_000782200.1_347,lcl_NC_009641.1_prot_WP_000466778.1_348,lcl_NC_009641.1_prot_WP_000524021.1_349,lcl_NC_009641.1_prot_WP_000276627.1_350,lcl_NC_009641.1_prot_WP_000398878.1_351,lcl_NC_009641.1_prot_WP_000339146.1_352,lcl_NC_009641.1_prot_WP_000930256.1_353,lcl_NC_009641.1_prot_354,lcl_NC_009641.1_prot_WP_000028628.1_448,lcl_NC_009641.1_prot_WP_014373780.1_470,lcl_NC_009641.1_prot_WP_000882085.1_631,lcl_NC_009641.1_prot_WP_000395457.1_1100,lcl_NC_009641.1_prot_WP_000291474.1_1103,lcl_NC_009641.1_prot_WP_000195823.1_1124,lcl_NC_009641.1_prot_WP_001125015.1_1125,lcl_NC_009641.1_prot_WP_000990005.1_1127,lcl_NC_009641.1_prot_WP_000162700.1_1128,lcl_NC_009641.1_prot_WP_001003272.1_1129,lcl_NC_009641.1_prot_WP_000169946.1_1130,lcl_NC_009641.1_prot_WP_000921879.1_1131,lcl_NC_009641.1_prot_WP_001133041.1_1132,lcl_NC_009641.1_prot_WP_000072207.1_1133,lcl_NC_009641.1_prot_WP_000354307.1_1134,lcl_NC_009641.1_prot_WP_000438504.1_1135,lcl_NC_009641.1_prot_WP_001114085.1_1136,lcl_NC_009641.1_prot_WP_000208960.1_1137,lcl_NC_009641.1_prot_WP_001268314.1_1138,lcl_NC_009641.1_prot_WP_001017815.1_1139,lcl_NC_009641.1_prot_WP_000188650.1_1140,lcl_NC_009641.1_prot_WP_000002578.1_1141,lcl_NC_009641.1_prot_WP_001100161.1_1142,lcl_NC_009641.1_prot_WP_000105584.1_1143,lcl_NC_009641.1_prot_WP_000141464.1_1144,lcl_NC_009641.1_prot_WP_000350684.1_1145,lcl_NC_009641.1_prot_WP_000156406.1_1146,lcl_NC_009641.1_prot_1228,lcl_NC_009641.1_prot_WP_001265708.1_1383,lcl_NC_009641.1_prot_1747,lcl_NC_009641.1_prot_WP_001038688.1_1875,lcl_NC_009641.1_prot_WP_000416756.1_1891,lcl_NC_009641.1_prot_WP_001808146.1_1935,lcl_NC_009641.1_prot_WP_001148638.1_2014,lcl_NC_009641.1_prot_WP_000672038.1_2898
GCA_001465635.1_Saureus_RIVM1295,,2,,,2,,,,,,,,1,,,,,1,,,1,,1,,,,,1,,,1,,,,,,1,,,,1,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_009731595.1_Saureus_Tokyo12480,1,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_009740205.1_Saureus_P1D5C2,2,2,,2,1,,,1,,,,,,,,,,,1,,,2,2,,,,,2,,1,1,,,,,,1,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,7,1,1
GCA_900323965.1_Saureus_1549-SCV,,2,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_001018645.2_Saureus_FDAARGOS_2,1,2,1,,1,,,2,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,1,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,1
GCA_003354905.1_Saureus_78,,2,1,,1,,,1,1,,,1,1,,,,1,1,,1,,1,2,,,,1,1,1,2,1,,,,,,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,15,,1
GCA_001444345.1_Saureus_XQ,,2,1,,1,,,1,,,,,,,,,,,1,,,1,2,,,,,1,,,,,,,,,1,,,,1,1,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,10,,1
GCA_003203615.1_Saureus_AR_0468,2,2,,2,1,1,1,2,1,1,,,,,,1,1,1,1,1,,3,4,,,2,,4,,3,2,1,1,,1,1,3,1,1,1,2,2,2,2,,1,,1,,,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,6,,1
GCA_006088835.1_Saureus_aureus,2,2,,2,1,,,2,1,,,,,,,,,1,1,1,,2,3,,,,,2,1,1,,,1,1,1,1,1,1,1,1,1,1,1,2,,1,,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,9,1,1
GCA_000239235.1_Saureus_11819-97,1,2,2,,2,,,2,,,,,,,,,,,2,,,1,3,,,,,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,,3,,1,,,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,2,,,1
GCA_007726565.1_Saureus_B3-17D,2,2,,2,1,,,,,,,,,,,,,1,,1,1,,2,,,,,2,,2,,1,1,1,1,1,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,7,1,1
GCA_900478245.1_Saureus_NCTC13277,,2,,,,,,1,,,,,,,,,,,,,,1,1,,,,,2,,1,1,,,,,,1,,,,1,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,1
GCA_002000645.1_Saureus_USA300-SUR13,2,2,2,2,2,,,1,,,,,1,,,1,,,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_009739715.1_Saureus_P2D15C1,2,2,,2,1,,,1,,,,,,,,,,,1,,,2,2,,,,,2,,1,1,,,,,,1,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,7,1,1
GCA_900324345.1_Saureus_17_LA_343,,2,,,2,,,2,,,,,,,,,,1,1,1,,2,3,,,,,3,,1,2,1,1,,1,1,1,,,,1,1,,1,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_001019305.2_Saureus_NRS70,2,2,,2,1,,,1,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,8,1,1
GCA_003827915.1_Saureus_FDAARGOS_504,1,2,,1,,,,2,,,,,,,1,1,1,1,1,,,1,2,,,,,2,,,,1,1,1,1,1,1,,1,1,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,1,1
GCA_900324205.1_Saureus_1_1439,,2,,,2,,,1,,,,,,,,,,,,,,,2,,1,,1,1,1,1,2,,,,,,1,,,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_900324405.1_Saureus_21_LA_436,,2,,,2,,,1,2,,,,,,,1,,1,1,1,1,2,2,,1,,,2,,1,2,1,1,1,1,1,1,,,,1,1,1,1,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_001986135.1_Saureus_SR434,1,2,1,,2,,,2,1,,,1,1,,1,1,1,1,,,,1,2,,1,,1,2,,,1,1,1,,1,1,,,1,1,,,,2,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,2,2
GCA_009728775.1_Saureus_ST20130945,,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,1
GCA_003354705.1_Saureus_61,2,2,,1,1,,,2,,,,,,,,,,1,1,,,2,2,,,,,2,,,,1,1,1,1,1,,,1,1,,,,2,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,2,,2,,8,1,1
GCA_002202075.1_Saureus_Seattle1945,1,2,,1,,,,,,1,,,1,,,1,1,1,,,1,,1,,,,,1,,,,,,,,,,,,,1,1,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,1
GCA_001879545.1_Saureus_FORC_026,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,1
GCA_002000785.1_Saureus_USA300-SUR20,2,2,2,1,1,,,1,,,,,1,,,1,,1,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_009650155.1_Saureus_CFSAN007894,2,2,,1,1,,,1,,,,,,,,,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,5,1,1
GCA_000568455.1_Saureus_USA300-ISMMS1,2,2,2,2,2,,,,,,,,,,,,,,1,,,1,3,,,,,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,2,,,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_900474715.1_Saureus_NCTC6136,2,2,2,2,1,,,3,1,1,,,,,,1,1,1,2,1,1,1,2,,2,2,1,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,1
GCA_002025125.1_Saureus_08S00974,,2,,,2,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_003010875.1_Saureus_FORC59,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,2
GCA_900017775.1_Saureus_NZAK3,2,2,,2,1,,,1,1,,,,,,,,1,1,1,,1,1,2,,,,,2,,,,1,1,,1,1,1,1,1,1,,,,2,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,8,1,1
GCA_900607295.1_Saureus_BPH2869,,2,1,,,,,1,,,,,,,,,,2,1,2,,,3,,,1,2,2,1,1,,2,2,2,2,2,,1,2,2,,,2,1,,2,,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,,2,2,2,1
GCA_003595385.1_Saureus_USA300-SUR2,2,2,2,2,2,,,,,,,,,,,,,1,,1,,1,3,,,,,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_002085525.1_Saureus_JE2,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_001019275.2_Saureus_NRS107,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,,2
GCA_003030085.1_Saureus_CFSAN064037,1,2,,1,1,,,,1,,,,,,,,,1,,,,,1,,,,,1,,1,,1,1,1,,1,,,,,,,,3,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,1,,,1,1
GCA_009739825.1_Saureus_P1D5C1,2,2,,2,1,,,1,,,,,,,,,,,1,,,2,2,,,,,2,,1,1,,,,,,1,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,7,1,1
GCA_000144955.1_Saureus_JKD6159,,2,1,,1,,,1,,,,,,,,,,,,,,1,2,,,,,2,2,2,1,,,,,,1,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_000463055.1_Saureus_CN1,,2,2,1,2,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,4,1,1
GCA_900324065.1_Saureus_24117-SCV,2,2,3,2,2,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,1,,,,,1,,,,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,2
GCA_009739675.1_Saureus_P2D8C1,2,2,,2,1,,,1,,,,,,,,,,,1,,,2,2,,,,,2,,1,1,,,,,,1,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,8,1,1
GCA_001296985.1_Saureus_GR2,1,2,2,,2,,,1,,,,,,,,,,,1,,,1,2,,,,,1,1,,,,,,,,1,,,,1,1,,3,,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,1
GCA_001975005.1_Saureus_UCI62,2,2,,2,1,1,1,2,1,1,,,,,,1,1,1,1,1,,2,3,,,,,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,,2,,,,1,,,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,6,1,1
GCA_008619415.1_Saureus_KUH140046,1,2,2,2,1,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,1,2
GCA_000013425.1_Saureus_NCTC8325,2,2,,2,1,,,2,,,,1,2,,,1,1,2,,,1,1,3,,,,,3,1,,,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,1,,,2
GCA_002000565.1_Saureus_USA300-SUR9,2,2,2,2,2,,,1,,,,,1,,,1,,1,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,1,2,2,1,2
GCA_003193785.1_Saureus_AR_0473,,2,2,1,2,,,,,,,,,,,,,,,,,1,2,,,1,,1,1,1,2,,,,,,1,,,,1,1,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,5,,1
GCA_001887075.1_Saureus_LA-MRSAST398,,2,,,2,,,1,1,,,1,1,,,,,1,1,,2,2,2,,1,,,2,,2,1,1,1,1,1,1,1,,,,1,1,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_000815045.1_Saureus_29b_MRSA,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_002089115.2_Saureus_GD1539,,2,,,1,1,1,1,,,,,,,,,,,2,,,1,3,,,,,3,1,2,2,1,1,1,1,1,1,,1,1,1,1,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_002000825.1_Saureus_USA300-SUR22,2,2,2,1,1,,,1,,,,,1,,,1,,1,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,2,1,2
GCA_001019495.2_Saureus_FDAARGOS_40,2,2,,2,1,1,1,,1,1,,,,,,,1,1,,1,,,2,,,,,1,,,1,1,1,,1,1,1,1,1,1,,,,2,,1,,,,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,2,,2,,9,1,1
GCA_008329865.1_Saureus_CFSAN082782,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_900096745.1_Saureus_AUS0325,1,2,1,,2,,,2,,,,,,,,,,,2,,,1,2,,1,,1,2,1,2,2,1,1,,1,1,,,1,1,1,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,1,2
GCA_001611325.1_Saureus_ST20130940,2,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,2
GCA_003354605.1_Saureus_422,,2,1,,1,,,1,2,1,,1,1,,,1,1,2,1,1,,,1,,,,1,2,1,2,1,1,1,,1,1,1,,1,1,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,16,2,1
GCA_004136255.1_Saureus_M48,,1,1,1,,2,2,3,1,,,,,,,,,,3,,,3,3,,,1,1,2,3,3,2,2,1,1,2,1,,,2,2,,,1,1,,2,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,1,1
GCA_000815085.1_Saureus_31b_MRSA,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_003073395.1_Saureus_CIT,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_005931035.1_Saureus_GD1108,,2,,,2,,,2,,,,,,,,,1,1,,,1,1,2,,,,,2,,2,1,1,1,,1,1,,,1,1,1,1,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1
GCA_003354745.1_Saureus_466,,2,,,,1,,1,1,1,1,1,1,,,1,,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,1
GCA_001018685.2_Saureus_TCH959,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_005706035.1_Saureus_P10,2,2,2,2,2,,,3,2,1,,,,,,1,,2,,3,1,2,4,,,,1,2,2,2,3,1,1,1,1,1,2,,1,1,2,2,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,2,2
GCA_003827735.1_Saureus_ATCCBAA-39,2,2,2,,2,,,1,,,,,,,,,,,1,,,,1,,1,1,1,1,1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,9,,2
GCA_900324285.1_Saureus_4_LA_208,,2,,,2,,,1,,,,,,,,,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_005931055.1_Saureus_GD1696,,2,,,1,,,1,,,,1,1,,1,1,1,1,,,1,1,2,,1,,1,2,,1,,1,1,1,1,1,1,1,,,,,,1,,2,1,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,,,,,1,1
GCA_006094915.1_Saureus_ATCC12600,2,2,2,2,2,,,1,1,,,,,,,1,1,1,,1,,,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,,,2,,2,,,,,1,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,2,2,1,,2
GCA_001611405.1_Saureus_ST20130938,2,2,3,2,2,1,1,1,1,1,,,,,,,1,1,,1,,,1,,,1,,1,,1,,1,1,1,1,1,,,1,1,,,,2,,2,1,,,,1,1,,,,,,,,,,,,,,,,,,,,2,1,2,,,,2
GCA_009176875.1_Saureus_KG-22,2,2,,2,1,,,2,1,1,1,1,1,1,,1,1,1,1,,,2,3,,,,,3,1,1,1,1,1,1,1,1,2,,1,1,1,1,,2,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,2,,2,,12,1,1
GCA_900324365.1_Saureus_19_LA_388,,2,,,2,,,2,,,,,,,,,,,1,1,1,,1,,1,,,2,,1,1,,,,,,1,,,,1,1,1,1,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_004771515.1_Saureus_B119,,2,,1,2,,,,,,,,,,,,,1,,1,,,2,,,,,2,,,,,,,,,1,,,,1,1,,2,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,1
GCA_000470865.1_Saureus_SA40,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2
GCA_004153365.1_Saureus_VB31683,,2,,,,,,1,,1,,,1,,,1,,1,1,1,,,2,,,1,1,2,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,2
GCA_000024585.1_Saureus_ED98,2,2,,2,1,,,,,,,,,,1,1,1,1,1,1,2,,2,,,,,2,,1,1,,,,,,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,7,1,1
GCA_008619075.1_Saureus_KUN1163,2,2,,2,1,,,2,1,1,1,1,1,1,,1,1,,1,,,2,3,,,,,3,,2,1,1,1,1,1,1,1,,1,1,1,1,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,8,1,1
GCA_007826355.1_Saureus_NP66,2,2,2,2,,,,1,1,,,,1,1,1,1,1,1,,,1,,1,,,,,1,,1,,1,1,1,1,1,1,,1,1,,,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1
GCA_000009585.1_Saureus_typestrain_ST398,,2,,,2,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,2,,,,,,3,,,,1,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_002633865.1_Saureus_CFSAN007894,2,2,,1,1,,,1,,,,,,,,,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,6,1,1
GCA_001183705.3_Saureus_USA300_2014.C01,2,2,2,2,2,1,1,1,1,1,,,1,,,1,1,1,,1,,1,3,,,,,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,2,2,2,1,2
GCA_000017085.1_Saureus_TCH1516,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_002000585.1_Saureus_USA300-SUR10,2,2,2,2,2,,,1,,,,,1,,,1,,1,1,1,,1,3,,1,,,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,,2,,2,,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,2,3,1,2,2,1,2
GCA_001717725.2_Saureus_1625.C01,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2
GCA_008619595.1_Saureus_KUH140087,1,2,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,1
GCA_002089075.2_Saureus_GD705,,2,,,2,,,2,,,,,,,,,,,,,,1,1,,1,,,1,1,,,,,,,,1,,,,,,,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_000815125.1_Saureus_33b,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,,,,,1,1,2,2,,,,,,1,,,,1,1,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,2
GCA_002850415.1_Saureus_K18,2,,2,2,1,,,,1,1,1,1,1,,,1,1,1,,1,,1,1,,1,,,,,,1,1,1,1,1,1,1,,,,,,,2,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,1,,,,,1
GCA_002786535.1_Saureus_EDCC5464,,2,,,,,,1,,,,,,,,,,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_003342735.1_Saureus_E16SA093,,2,2,1,2,,,2,,,,,,,1,1,1,1,,1,,,2,,,,,2,2,2,1,,1,1,1,1,1,1,1,1,,,,2,,1,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,2,,1,,5,1,1
GCA_900635255.1_Saureus_NCTC13552,,2,,,,,,,1,,,,,,,,,1,,1,,,1,,1,,1,1,,1,,1,1,1,,,,,,,,,,2,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,2,1,,,1
GCA_001611365.1_Saureus_ST20130942,2,2,2,,1,,,1,,,,1,1,,,1,1,1,,,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,1
GCA_900620245.1_Saureus_BPH2947,,2,1,1,,1,1,2,1,,,,,,,,,,2,,,2,2,,,1,1,1,2,2,1,1,1,1,1,1,,,1,1,,,1,2,,2,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,,1
GCA_000296595.1_Saureus_08BA02176,,2,,,2,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,1,,,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1
GCA_009739885.1_Saureus_P1D12C1,2,2,,2,1,,,1,,,,,,,,,,,1,,,2,2,,,,,2,,1,1,,,,,,1,,,,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,7,1,1
GCA_900607275.1_Saureus_BPH2070,,2,1,1,,,,,,,,,,,,,,,1,,,,1,,,,1,1,,,,1,1,1,1,1,,,1,1,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,1
GCA_001281145.1_Saureus_SA564,2,2,,2,1,,,1,1,,,,,,,,,,2,,,1,2,,,,,2,,1,1,1,1,1,1,1,,,1,1,1,1,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,9,1,1
GCA_003573835.1_Saureus_JMUB3031,1,2,1,,1,1,1,3,1,1,1,1,1,1,,1,1,1,1,1,1,1,2,,,,,2,1,2,,1,1,,1,1,2,1,1,1,1,1,,1,,2,,,,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,,2,2,,,1
GCA_003609895.1_Saureus_GN3,1,2,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,2
GCA_004772215.1_Saureus_O268,,2,,1,2,,,1,1,,,,,,,,,3,,2,,,3,,1,,2,2,,2,,,,,,,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,2,1
GCA_900636695.1_Saureus_NCTC1803,,2,,1,2,,,,1,,,,,,,,,2,,1,,,2,,,,,2,,1,,,,,,,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,,1,1
GCA_900323955.1_Saureus_1549-REV,,2,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1
GCA_003288395.1_Saureus_AR_475,,2,,,1,,,1,,,,,,,,,,,1,,,,1,,,,,1,1,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,2
